Hi,Hi.
You ought to be ashamed.,Unapaswa kuwa na aibu.
You really are hopeless.,Kwa kweli hauna tumaini.
You should fix your tie.,Unapaswa kurekebisha tie yako.
You should not go there.,Haupaswi kwenda huko.
You should quit smoking.,Unapaswa kuacha kuvuta sigara.
You should study harder.,Unapaswa kusoma kwa bidii.
You surprised everybody.,Ulishangaa kila mtu.
Your guests are waiting.,Wageni wako wanasubiri.
Your house is very nice.,Nyumba yako ni nzuri sana.
"A tea with lemon, please.","Chai iliyo na limao, tafadhali."
All Tom does is complain.,Yote Tom haina kulalamika.
An accident has happened.,Ajali imetokea.
Are you against abortion?,Je! Unapingana na utoaji mimba?
Are you writing a letter?,Je! Unaandika barua?
Barking dogs seldom bite.,Mbwa za barking huwa mara chache kuuma.
Bread is made from wheat.,Mkate hufanywa kutoka kwa ngano.
Can you order one for me?,Je! Unaweza kuagiza moja kwangu?
Can you teach me English?,Je! Unaweza kunifundisha Kiingereza?
Can you teach me English?,Je! Unaweza kunifundisha Kiingereza?
Cheese is made from milk.,Jibini imetengenezwa kutoka kwa maziwa.
China is a large country.,Uchina ni nchi kubwa.
Darwin changed the world.,Darwin alibadilisha ulimwengu.
Did my father really die?,Je! Baba yangu alikufa kweli?
Did you enjoy the movies?,Je! Ulifurahiya sinema?
Did you watch this movie?,Je! Uliangalia sinema hii?
Do whatever he tells you.,Fanya chochote anachokuambia.
Do you have a pen on you?,Je! Una kalamu juu yako?
Don't you walk out on me.,Usinitembee.
English is easy to learn.,Kiingereza ni rahisi kujifunza.
Every house had a garden.,Kila nyumba ilikuwa na bustani.
Every house had a garden.,Kila nyumba ilikuwa na bustani.
Has Tom really come back?,Je! Tom amerudi kweli?
He and I walked together.,Yeye na mimi tulitembea pamoja.
He and I walked together.,Yeye na mimi tulitembea pamoja.
He can also speak French.,Anaweza pia kuzungumza Kifaransa.
He can also speak French.,Anaweza pia kuzungumza Kifaransa.
He disregarded my advice.,Alipuuza ushauri wangu.
He is deeply in debt now.,Yeye ni deni kubwa sasa.
He is too tired to study.,Amechoka sana kusoma.
He is young and immature.,Yeye ni mchanga na mchanga.
He jumped out the window.,Aliruka nje dirishani.
He looks like his father.,Anaonekana kama baba yake.
He lost all of his money.,Alipoteza pesa zake zote.
He reached for the apple.,Alifikia apple.
He reached for the apple.,Alifikia apple.
He speaks four languages.,Anazungumza lugha nne.
He taught himself French.,Alijifundisha Kifaransa.
He taught himself French.,Alijifundisha Kifaransa.
He was very busy all day.,Alikuwa busy sana siku nzima.
He whistled as he walked.,Alipiga filimbi wakati anatembea.
He wrote a book on China.,Aliandika kitabu juu ya China.
He'll be here any second.,Atakuwa hapa sekunde yoyote.
He's here to protect you.,Yuko hapa kukulinda.
"Hello, Tom. Good morning.","Halo, Tom. Habari za asubuhi."
"Hold on a moment, please.","Shikilia kwa muda mfupi, tafadhali."
How could you not notice?,Je! Huwezije kugundua?
How much for half a kilo?,Ni kiasi gani kwa nusu kilo?
I am able to drive a car.,Nina uwezo wa kuendesha gari.
I am an American citizen.,Mimi ni raia wa Amerika.
I am watching television.,Ninaangalia runinga.
I appreciate all you did.,Nashukuru yote uliyofanya.
I can't be seen with you.,Siwezi kuonekana na wewe.
I can't live without you.,Siwezi kuishi bila wewe.
I can't live without you.,Siwezi kuishi bila wewe.
I can't thank you enough.,Siwezi kukushukuru vya kutosha.
I can't thank you enough.,Siwezi kukushukuru vya kutosha.
I can't wait to meet you.,Siwezi kusubiri kukutana nawe.
I decided to be a doctor.,Niliamua kuwa daktari.
I didn't mean to do that.,Sikukusudia kufanya hivyo.
I didn't mean to do that.,Sikukusudia kufanya hivyo.
I didn't steal the money.,Sikuiba pesa.
I don't care if it snows.,Sijali ikiwa inavuta.
I don't know what to say.,Sijui niseme nini.
I don't understand music.,Sielewi muziki.
I have a French neighbor.,Nina jirani wa Ufaransa.
I have a French neighbor.,Nina jirani wa Ufaransa.
I have a lot to do today.,Nina mengi ya kufanya leo.
I have a pain in my foot.,Nina maumivu kwenye mguu wangu.
I have the ace of spades.,Nina Ace ya Spades.
I have to come on Monday.,Lazima nije Jumatatu.
I have to help my mother.,Lazima nimsaidie mama yangu.
I have to study Japanese.,Lazima nisome Kijapani.
I heard an unusual noise.,Nilisikia kelele isiyo ya kawaida.
I heard an unusual noise.,Nilisikia kelele isiyo ya kawaida.
I heard various opinions.,Nilisikia maoni anuwai.
I know Tom wasn't joking.,Najua Tom hakuwa akicheka.
I know he is watching me.,Najua ananiangalia.
I know you don't like me.,Najua haunipendi.
I like to eat watermelon.,Napenda kula tikiti.
I like to eat watermelon.,Napenda kula tikiti.
I love trying new things.,Ninapenda kujaribu vitu vipya.
I made him open the door.,Nilimfanya afungue mlango.
I made him open the door.,Nilimfanya afungue mlango.
I met her on my way home.,Nilikutana naye njiani kurudi nyumbani.
I never wanted you to go.,Sikuwahi kutaka uende.
I really dig that singer.,Ninachimba mwimbaji huyo.
I saw Tom at the library.,Nilimwona Tom kwenye maktaba.
I saw her clean the room.,Nilimwona akisafisha chumba.
I saw her enter the room.,Nilimwona akiingia chumbani.
I smell something rotten.,Nina harufu kitu kilichooza.
I want Tom to understand.,Nataka Tom aelewe.
I want something to read.,Nataka kitu cha kusoma.
I wanted to surprise her.,Nilitaka kumshangaza.
I was at a movie theater.,Nilikuwa kwenye ukumbi wa sinema.
I was too happy to sleep.,Nilifurahi sana kulala.
I will go to the meeting.,Nitaenda kwenye mkutano.
I will help him tomorrow.,Nitamsaidia kesho.
I worked hard last month.,Nilifanya kazi kwa bidii mwezi uliopita.
I wrote to Tom yesterday.,Niliandika kwa Tom jana.
I'd like you to help Tom.,Ningependa umsaidie Tom.
I'll be with you forever.,Nitakuwa nawe milele.
I'll take the yellow one.,Nitachukua ile ya manjano.
I'll take the yellow one.,Nitachukua ile ya manjano.
I'm counting on you guys.,Ninategemea nyinyi watu.
I'm glad no one's around.,Nafurahi hakuna mtu karibu.
I'm going out in an hour.,Ninaenda nje kwa saa moja.
I'm going out in an hour.,Ninaenda nje kwa saa moja.
I'm going to miss Boston.,Nitakosa Boston.
I'm going to take a bath.,Nitaenda kuoga.
I'm just having some fun.,Ninafurahi tu.
I'm leaving you tomorrow.,Ninakuacha kesho.
I'm not a problem-solver.,Mimi sio solver ya shida.
I've gone to Kyoto twice.,Nimeenda Kyoto mara mbili.
I've never killed anyone.,Sijawahi kumuua mtu yeyote.
Is this your first visit?,Je! Hii ndio ziara yako ya kwanza?
Is your wife a good cook?,Je! Mke wako ni mpishi mzuri?
It is not necessarily so.,Sio lazima hivyo.
It is unfortunately true.,Kwa bahati mbaya ni kweli.
It is unfortunately true.,Kwa bahati mbaya ni kweli.
It leaves you breathless.,Inakuacha bila pumzi.
It snowed hard yesterday.,Iliongezeka theluji jana.
It was a perfect morning.,Ilikuwa asubuhi kamili.
It was probably not true.,Labda haikuwa kweli.
It was probably not true.,Labda haikuwa kweli.
It was really quite fast.,Ilikuwa haraka sana.
It wasn't a pleasant job.,Haikuwa kazi ya kupendeza.
It wasn't the first time.,Haikuwa mara ya kwanza.
It's a quote from a book.,Ni nukuu kutoka kwa kitabu.
It's as lovely as a rose.,Ni nzuri kama rose.
It's as old as the hills.,Ni ya zamani kama vilima.
It's on the eighth floor.,Iko kwenye ghorofa ya nane.
It's really bothering me.,Inanisumbua sana.
Italy is far from Brazil.,Italia ni mbali na Brazil.
"Just stand there, please.","Simama tu hapo, tafadhali."
Leave your desk as it is.,Acha dawati lako kama ilivyo.
Let's share the expenses.,Wacha tushiriki gharama.
Let's share the expenses.,Wacha tushiriki gharama.
Let's share the expenses.,Wacha tushiriki gharama.
Let's take a short break.,Wacha tuchukue mapumziko mafupi.
May I ask some questions?,Naomba kuuliza maswali kadhaa?
May I ask some questions?,Naomba kuuliza maswali kadhaa?
May I use your telephone?,Je! Ninaweza kutumia simu yako?
May I use your telephone?,Je! Ninaweza kutumia simu yako?
Monday is my busiest day.,Jumatatu ni siku yangu ya busara zaidi.
My father died of cancer.,Baba yangu alikufa na saratani.
My father gave me a game.,Baba yangu alinipa mchezo.
My favorite color is red.,Rangi ninayopenda ni nyekundu.
My friend studies Korean.,Rafiki yangu anasoma Kikorea.
My uncle died a year ago.,Mjomba wangu alikufa mwaka mmoja uliopita.
My uncle gave me his car.,Mjomba wangu alinipa gari lake.
My wife looked surprised.,Mke wangu alionekana kushangaa.
No one can deny the fact.,Hakuna mtu anayeweza kukataa ukweli.
No one suspected a thing.,Hakuna mtu anayeshuku kitu.
Now let's begin the game.,Sasa wacha tuanze mchezo.
Now you're going too far.,Sasa unaenda mbali sana.
Our living room is sunny.,Sebule yetu ni jua.
"Pass me the salt, please.","Nipitishe chumvi, tafadhali."
Please put on your shoes.,Tafadhali weka viatu vyako.
She came here once again.,Alikuja hapa tena.
She disliked her husband.,Alimpenda mumewe.
She looks at least sixty.,Anaangalia angalau sitini.
She painted the wall red.,Alipaka ukuta nyekundu.
She painted the wall red.,Alipaka ukuta nyekundu.
She sang better than him.,Aliimba bora kuliko yeye.
She screamed with terror.,Alipiga kelele kwa hofu.
She went there yesterday.,Alikwenda huko jana.
She'll do it in 24 hours.,Atafanya hivyo kwa masaa 24.
"She's stupid, but honest.","Yeye ni mjinga, lakini mwaminifu."
"She's stupid, but honest.","Yeye ni mjinga, lakini mwaminifu."
She's way taller than me.,Yeye ni mrefu kuliko mimi.
She's way taller than me.,Yeye ni mrefu kuliko mimi.
She's way taller than me.,Yeye ni mrefu kuliko mimi.
Stop acting like a child.,Acha kutenda kama mtoto.
Stop hitting your sister.,Acha kumpiga dada yako.
Stop hitting your sister.,Acha kumpiga dada yako.
Stop teasing your sister!,Acha kumdhihaki dada yako!
Stop teasing your sister!,Acha kumdhihaki dada yako!
Stop teasing your sister!,Acha kumdhihaki dada yako!
That castle is beautiful.,Ngome hiyo ni nzuri.
That castle is beautiful.,Ngome hiyo ni nzuri.
That house is very small.,Nyumba hiyo ni ndogo sana.
That's very sweet of you.,Hiyo ni tamu sana kwako.
The baby cried all night.,Mtoto alilia usiku kucha.
The baby cried all night.,Mtoto alilia usiku kucha.
The baby cried all night.,Mtoto alilia usiku kucha.
The climate here is mild.,Hali ya hewa hapa ni laini.
The engine started again.,Injini ilianza tena.
The first lesson is easy.,Somo la kwanza ni rahisi.
The hard work begins now.,Kazi ngumu huanza sasa.
The new plan worked well.,Mpango mpya ulifanya kazi vizuri.
The new plan worked well.,Mpango mpya ulifanya kazi vizuri.
The nurse gave me a shot.,Muuguzi alinipa risasi.
The old man is very kind.,Mzee ni mwema sana.
The river is running dry.,Mto unakauka.
The sky is full of stars.,Anga imejaa nyota.
The war lasted two years.,Vita vilidumu miaka miwili.
The war lasted two years.,Vita vilidumu miaka miwili.
There's been an accident.,Kumekuwa na ajali.
There's nothing I can do.,Hakuna kitu ninachoweza kufanya.
There's nothing I can do.,Hakuna kitu ninachoweza kufanya.
These books belong to me.,Vitabu hivi ni vyangu.
These books belong to me.,Vitabu hivi ni vyangu.
They became man and wife.,Wakawa mtu na mke.
This castle is beautiful.,Ngome hii ni nzuri.
This castle is beautiful.,Ngome hii ni nzuri.
This flag is very pretty.,Bendera hii ni nzuri sana.
This is the only way out.,Hii ndio njia pekee ya kutoka.
This is the right answer.,Hili ndio jibu sahihi.
This play has three acts.,Mchezo huu una vitendo vitatu.
This question isn't easy.,Swali hili sio rahisi.
Tom and I are nonsmokers.,Tom na mimi ni wavutaji sigara.
Tom barged into the room.,Tom aliingia ndani ya chumba.
Tom entered the building.,Tom aliingia ndani ya jengo.
Tom hasn't been indicted.,Tom hajashtakiwa.
Tom is on board the ship.,Tom yuko kwenye meli.
Tom is reading the Bible.,Tom anasoma Bibilia.
Tom is wanted for murder.,Tom anatafutwa kwa mauaji.
Tom married a local girl.,Tom alioa msichana wa hapa.
Tom often goes to Boston.,Tom mara nyingi huenda Boston.
Tom paid for the tickets.,Tom alilipia tikiti.
Tom should've been there.,Tom angekuwa amekuwepo.
Tom took what wasn't his.,Tom alichukua ambayo haikuwa yake.
Tom turned the faucet on.,Tom aliwasha bomba.
Tom unfolded the blanket.,Tom alifunua blanketi.
Tom wants to buy a house.,Tom anataka kununua nyumba.
Tom wasn't really hungry.,Tom hakuwa na njaa kabisa.
Tom watched TV yesterday.,Tom alitazama TV jana.
"Tom, look at what I made!","Tom, angalia kile nilichofanya!"
Tomorrow is Mother's Day.,Kesho ni Siku ya Mama.
Wait in the waiting room.,Subiri kwenye chumba cha kusubiri.
Wait till the rain stops.,Subiri hadi mvua itakaponyesha.
We can't stay for dinner.,Hatuwezi kukaa kwa chakula cha jioni.
We panicked a little bit.,Tuliogopa kidogo.
We're just going to talk.,Tutazungumza tu.
Were they busy last week?,Je! Walikuwa busy wiki iliyopita?
What a beautiful rainbow!,Upinde wa mvua mzuri!
What are you going to do?,Utafanya nini?
What are you going to do?,Utafanya nini?
What are you laughing at?,Unacheka nini?
What are you laughing at?,Unacheka nini?
What do you mean by that?,Unamaanisha nini kwa hiyo?
What does this stand for?,Je! Hii inasimama nini?
What happened last night?,Nini kilitokea jana usiku?
What happened last night?,Nini kilitokea jana usiku?
What is it that you want?,Je! Ni nini unataka?
What time will you leave?,Utaondoka saa ngapi?
What time will you leave?,Utaondoka saa ngapi?
What was the final score?,Alama ya mwisho ilikuwa nini?
What's your home address?,Anwani yako ya nyumbani ni nini?
What's your real purpose?,Kusudi lako la kweli ni nini?
When can I see you again?,Ninaweza kukuona lini tena?
When did you get married?,Uliolewa lini?
Where is Tom's classroom?,Darasa la Tom liko wapi?
Who do you think you are?,Unafikiri wewe ni nani?
Who do you think you are?,Unafikiri wewe ni nani?
Why did you buy this car?,Kwa nini ulinunua gari hili?
Will you give me a light?,Je! Utanipa taa?
"Without you, I'm nothing.","Bila wewe, mimi si kitu."
Would you like to listen?,Je! Ungependa kusikiliza?
You are absolutely right.,Uko sawa kabisa.
You are everything to me.,Wewe ni kila kitu kwangu.
You are guilty of murder.,Una hatia ya mauaji.
"You can dance, can't you?","Unaweza kucheza, huwezi?"
You can take either book.,Unaweza kuchukua kitabu chochote.
You had to study English.,Ilibidi ujifunze Kiingereza.
You have a bright future.,Una mustakabali mkali.
You have a bright future.,Una mustakabali mkali.
You have lots of friends.,Una marafiki wengi.
"You like rain, don't you?","Unapenda mvua, sivyo?"
You may come if you like.,Unaweza kuja ikiwa unapenda.
You may come if you like.,Unaweza kuja ikiwa unapenda.
You need to stop smoking.,Unahitaji kuacha kuvuta sigara.
Your shirt is inside out.,Shati yako iko ndani.
A fork fell off the table.,Uwanja ukaanguka mezani.
A wood floor is beautiful.,Sakafu ya kuni ni nzuri.
Are you asking me to stay?,Je! Unaniuliza nibaki?
Are you really a princess?,Je! Wewe ni kifalme kweli?
"At first, it is difficult.","Mwanzoni, ni ngumu."
Be polite to your parents.,Kuwa mwenye heshima kwa wazazi wako.
Books are my best friends.,Vitabu ni marafiki wangu bora.
Bring me something to eat.,Niletee kitu cha kula.
Call a doctor immediately.,Piga simu daktari mara moja.
"Can I go swimming, Mother?","Je! Ninaweza kwenda kuogelea, mama?"
Can I have your full name?,Je! Ninaweza kuwa na jina lako kamili?
Can I speak to the doctor?,Je! Ninaweza kuzungumza na daktari?
Can I speak to the doctor?,Je! Ninaweza kuzungumza na daktari?
Choose whichever you like.,Chagua yoyote unayopenda.
Come at ten o'clock sharp.,Njoo saa kumi mkali.
Cut the cake with a knife.,Kata keki na kisu.
Darwin changed everything.,Darwin alibadilisha kila kitu.
Do you have a credit card?,Je! Unayo kadi ya mkopo?
Do you have a larger size?,Je! Una ukubwa mkubwa?
Do you have a larger size?,Je! Una ukubwa mkubwa?
Do you know where Tom hid?,Je! Unajua Tom alijificha wapi?
Do you like San Francisco?,Je! Unapenda San Francisco?
Do you think Tom saw Mary?,Je! Unafikiri Tom alimwona Mariamu?
